COD_MUN,MUNICIPIO,SIGLA_UF,IDSC-BR_2024,Classificação_2024
4203303,Campo Alegre ,SC,"51,33",1406
4203402,Campo Belo do Sul ,SC,"47,36",2547
4203501,Campo Erê ,SC,"46,47",2838
4203600,Campos Novos ,SC,"50,73",1588
4203709,Canelinha ,SC,"47,15",2605
4203808,Canoinhas ,SC,"52,93",1041
4203907,Capinzal ,SC,"50,48",1656
4203956,Capivari de Baixo ,SC,"44,96",3285
4204004,Catanduvas ,SC,"50,97",1507
4204103,Caxambu do Sul ,SC,"50,33",1698
4204152,Celso Ramos ,SC,"57,67",279
4204178,Cerro Negro ,SC,"46,99",2656
4204194,Chapadão do Lageado ,SC,"50,09",1758
4204202,Chapecó ,SC,"54,94",649
4204251,Cocal do Sul ,SC,"52,29",1167
4204301,Concórdia ,SC,"52,05",1233
4204350,Cordilheira Alta ,SC,"54,55",709
4204400,Coronel Freitas ,SC,"46,41",2854
4204459,Coronel Martins ,SC,"50,81",1562
4204509,Corupá ,SC,"52,01",1244
4204558,Correia Pinto ,SC,"44,31",3474
4204608,Criciúma ,SC,"54,28",762
4204707,Cunha Porã ,SC,"52,22",1185
4204756,Cunhataí ,SC,"53,6",903
4204806,Curitibanos ,SC,"48,08",2334
4204905,Descanso ,SC,"47,75",2428
4205001,Dionísio Cerqueira ,SC,"51,15",1460
4205100,Dona Emma ,SC,"50,98",1502
4205159,Doutor Pedrinho ,SC,"52,2",1188
4205175,Entre Rios ,SC,"47,59",2478
4205191,Ermo ,SC,"53,2",984
4205209,Erval Velho ,SC,"46,66",2774
4205308,Faxinal dos Guedes ,SC,"52,92",1044
4205357,Flor do Sertão ,SC,"55,68",528
4205407,Florianópolis ,SC,"55,91",492
4205431,Formosa do Sul ,SC,"54,72",680
4205456,Forquilhinha ,SC,"51,73",1305
4205506,Fraiburgo ,SC,"47,12",2618
4205555,Frei Rogério ,SC,"49,09",2044
4205605,Galvão ,SC,"50,1",1756
4205704,Garopaba ,SC,"54,54",712
4205803,Garuva ,SC,"50,44",1667
4205902,Gaspar ,SC,"50,28",1717
4206009,Governador Celso Ramos ,SC,"55,45",569
4206108,Grão-Pará ,SC,"49,55",1914
4206207,Gravatal ,SC,"51,32",1409
4206306,Guabiruba ,SC,"54,72",678
4206405,Guaraciaba ,SC,"52,67",1097
4206504,Guaramirim ,SC,"48,33",2257
4206603,Guarujá do Sul ,SC,"49,5",1932
4206652,Guatambú ,SC,"46,99",2654
4206702,Herval d'Oeste ,SC,"54,01",814
4206751,Ibiam ,SC,"50,83",1553
4206801,Ibicaré ,SC,"51,47",1367
4206900,Ibirama ,SC,"54,52",717
4207007,Içara ,SC,"53,29",963
4207106,Ilhota ,SC,"52,8",1070
4207205,Imaruí ,SC,"42,73",3922
4207304,Imbituba ,SC,"52,67",1099
4207403,Imbuia ,SC,"54,18",781
4207502,Indaial ,SC,"54,65",696
4207577,Iomerê ,SC,"51,92",1265
4207601,Ipira ,SC,"52,21",1186
4207650,Iporã do Oeste ,SC,"52,58",1115
4207684,Ipuaçu ,SC,"41,98",4119
4207700,Ipumirim ,SC,"50,8",1568
4207759,Iraceminha ,SC,"49,81",1828
4207809,Irani ,SC,"48,71",2145
4207858,Irati ,SC,"50,83",1550
4207908,Irineópolis ,SC,"46,28",2892
4208005,Itá ,SC,"54,71",681
4208104,Itaiópolis ,SC,"48,41",2240
4208203,Itajaí ,SC,"52,71",1091
4208302,Itapema ,SC,"58,18",219
4208401,Itapiranga ,SC,"54,41",738
4208450,Itapoá ,SC,"49,57",1909
4208500,Ituporanga ,SC,"51,1",1475
4208609,Jaborá ,SC,"46,9",2683
4208708,Jacinto Machado ,SC,"50,17",1740
4208807,Jaguaruna ,SC,"51,24",1441
4208906,Jaraguá do Sul ,SC,"57,94",248
4208955,Jardinópolis ,SC,"51,24",1440
4209003,Joaçaba ,SC,"55,86",500
4209102,Joinville ,SC,"53,35",949
4209151,José Boiteux ,SC,"47,76",2423
4209177,Jupiá ,SC,"47,73",2434
4209201,Lacerdópolis ,SC,"47,61",2471
4209300,Lages ,SC,"48,9",2096
4209409,Laguna ,SC,"49,19",2020
4209458,Lajeado Grande ,SC,"50,52",1650
4209508,Laurentino ,SC,"55,58",552
4209607,Lauro Müller ,SC,"49,69",1871
4209706,Lebon Régis ,SC,"45,97",2993
4209805,Leoberto Leal ,SC,"48,51",2210
4209854,Lindóia do Sul ,SC,"53,74",875
4209904,Lontras ,SC,"48,99",2065
4210001,Luiz Alves ,SC,"48,3",2266
4210035,Luzerna ,SC,"61,05",55
4210050,Macieira ,SC,"49,84",1818
4210100,Mafra ,SC,"46,83",2707
4210209,Major Gercino ,SC,"53,37",944
4210308,Major Vieira ,SC,"49,78",1839
4210407,Maracajá ,SC,"46,77",2729
4210506,Maravilha ,SC,"55,62",543
4210555,Marema ,SC,"54,44",735
4210605,Massaranduba ,SC,"49,44",1949
4210704,Matos Costa ,SC,"47,78",2414
4210803,Meleiro ,SC,"50,99",1499
4210852,Mirim Doce ,SC,"54,17",783
4210902,Modelo ,SC,"51,97",1255
4211009,Mondaí ,SC,"50,77",1578
4211058,Monte Carlo ,SC,"46,35",2873
4211108,Monte Castelo ,SC,"46,21",2908
4211207,Morro da Fumaça ,SC,"47,84",2399
4211256,Morro Grande ,SC,"51,42",1381
4211306,Navegantes ,SC,"46,89",2689
4211405,Nova Erechim ,SC,"51,98",1251
4211454,Nova Itaberaba ,SC,"52,42",1148
4211504,Nova Trento ,SC,"52,41",1151
4211603,Nova Veneza ,SC,"48,52",2209
4211652,Novo Horizonte ,SC,"45,05",3251
4211702,Orleans ,SC,"54,05",809
4211751,Otacílio Costa ,SC,"49,65",1882
4211801,Ouro ,SC,"52,78",1073
4211850,Ouro Verde ,SC,"47,69",2445
4211876,Paial ,SC,"53,38",942
4211892,Painel ,SC,"44,97",3281
4211900,Palhoça ,SC,"46,47",2839
4212007,Palma Sola ,SC,"48,36",2250
4212056,Palmeira ,SC,"47,49",2513
4212106,Palmitos ,SC,"49,23",2008
4212205,Papanduva ,SC,"47,34",2554
4212239,Paraíso ,SC,"48,64",2169
4212254,Passo de Torres ,SC,"47,05",2641
4212270,Passos Maia ,SC,"49,52",1929
4212304,Paulo Lopes ,SC,"49,91",1804
4212403,Pedras Grandes ,SC,"54,57",705
4212502,Penha ,SC,"51,31",1418
4212601,Peritiba ,SC,"55,25",598
4212650,Pescaria Brava ,SC,"43,69",3653
4212700,Petrolândia ,SC,"49,21",2012
4212809,Balneário Piçarras ,SC,"50,5",1654
4212908,Pinhalzinho ,SC,"52,13",1206
4213005,Pinheiro Preto ,SC,"50,41",1677
4213104,Piratuba ,SC,"53,52",915
4213153,Planalto Alegre ,SC,"52,46",1141
4213203,Pomerode ,SC,"56,63",396
4213302,Ponte Alta ,SC,"49,78",1837
4213351,Ponte Alta do Norte ,SC,"46,15",2929
4213401,Ponte Serrada ,SC,"42,33",4016
4213500,Porto Belo ,SC,"51,7",1307
4213609,Porto União ,SC,"50,08",1761
4213708,Pouso Redondo ,SC,"47,54",2499
4213807,Praia Grande ,SC,"47,42",2531
4213906,Presidente Castello Branco ,SC,"57,98",242
4214003,Presidente Getúlio ,SC,"50,19",1735
4214102,Presidente Nereu ,SC,"46,94",2672
4214151,Princesa ,SC,"49,97",1786
4214201,Quilombo ,SC,"46,89",2688
4214300,Rancho Queimado ,SC,"59,73",108
4214409,Rio das Antas ,SC,"44,57",3400
4214508,Rio do Campo ,SC,"50,88",1536
4214607,Rio do Oeste ,SC,"52,75",1082
4214706,Rio dos Cedros ,SC,"55,49",565
4214805,Rio do Sul ,SC,52,1249
4214904,Rio Fortuna ,SC,"48,85",2109
4215000,Rio Negrinho ,SC,"50,96",1510
4215059,Rio Rufino ,SC,"48,29",2272
4215075,Riqueza ,SC,"51,96",1257
4215109,Rodeio ,SC,"49,71",1866
4215208,Romelândia ,SC,"48,42",2237
4215307,Salete ,SC,"51,49",1360
4215356,Saltinho ,SC,"50,8",1566
4215406,Salto Veloso ,SC,"53,33",954
4215455,Sangão ,SC,"51,47",1368
4215505,Santa Cecília ,SC,"41,03",4386
4215554,Santa Helena ,SC,"55,63",539
4215604,Santa Rosa de Lima ,SC,"52,6",1106
4215653,Santa Rosa do Sul ,SC,"49,62",1888
4215679,Santa Terezinha ,SC,"49,75",1854
4215687,Santa Terezinha do Progresso ,SC,"46,09",2951
4215695,Santiago do Sul ,SC,"53,34",950
4215703,Santo Amaro da Imperatriz ,SC,"53,72",882
4215752,São Bernardino ,SC,"52,49",1132
4215802,São Bento do Sul ,SC,"53,01",1018
4215901,São Bonifácio ,SC,"55,27",597
4216008,São Carlos ,SC,"49,76",1850
4216057,São Cristóvão do Sul ,SC,"44,34",3467
4216107,São Domingos ,SC,"48,59",2185
4216206,São Francisco do Sul ,SC,"50,97",1504
4216255,São João do Oeste ,SC,"54,69",686
4216305,São João Batista ,SC,"47,41",2532
4216354,São João do Itaperiú ,SC,"52,1",1220
4216404,São João do Sul ,SC,"46,27",2893
4216503,São Joaquim ,SC,"46,79",2723
4216602,São José ,SC,"53,85",855
4216701,São José do Cedro ,SC,"52,23",1184
4216800,São José do Cerrito ,SC,"41,86",4160
4216909,São Lourenço do Oeste ,SC,51,1493
4217006,São Ludgero ,SC,"53,18",986
4217105,São Martinho ,SC,"53,31",958
4217154,São Miguel da Boa Vista ,SC,"50,3",1710
4217204,São Miguel do Oeste ,SC,"50,96",1512
4217253,São Pedro de Alcântara ,SC,"50,54",1645
4217303,Saudades ,SC,"52,27",1170
4217402,Schroeder ,SC,"54,46",729
4217501,Seara ,SC,"45,33",3166
4217550,Serra Alta ,SC,"53,7",884
4217600,Siderópolis ,SC,"50,6",1627
4217709,Sombrio ,SC,"50,45",1662
4217758,Sul Brasil ,SC,"54,08",799
4217808,Taió ,SC,"49,6",1893
4217907,Tangará ,SC,"50,93",1519
4217956,Tigrinhos ,SC,"46,95",2670
4218004,Tijucas ,SC,"46,65",2777
4218103,Timbé do Sul ,SC,"45,58",3099
4218202,Timbó ,SC,"53,91",836
4218251,Timbó Grande ,SC,"43,85",3603
4218301,Três Barras ,SC,"41,96",4125
4218350,Treviso ,SC,"54,66",693
4218400,Treze de Maio ,SC,"47,74",2432
4218509,Treze Tílias ,SC,"54,18",780
4218608,Trombudo Central ,SC,"55,33",589
4218707,Tubarão ,SC,"50,72",1592
4218756,Tunápolis ,SC,"56,3",431
4218806,Turvo ,SC,"52,06",1228
4218855,União do Oeste ,SC,"48,18",2310
4218905,Urubici ,SC,"45,49",3122
4218954,Urupema ,SC,"47,87",2389
4219002,Urussanga ,SC,"54,5",719
4219101,Vargeão ,SC,"50,76",1580
4219150,Vargem ,SC,"41,07",4368
4219176,Vargem Bonita ,SC,"50,86",1541
4219200,Vidal Ramos ,SC,"48,26",2283
4219309,Videira ,SC,"49,47",1940
4219358,Vitor Meireles ,SC,"52,94",1038
4219408,Witmarsum ,SC,"50,54",1647
4219507,Xanxerê ,SC,"49,19",2019
4219606,Xavantina ,SC,"50,34",1694
4219705,Xaxim ,SC,"47,03",2645
4219853,Zortéa ,SC,"48,86",2106
4220000,Balneário Rincão ,SC,"38,38",4982
4300034,Aceguá ,RS,"49,29",1985
4300059,Água Santa ,RS,"54,77",673
4300109,Agudo ,RS,"45,08",3243
4300208,Ajuricaba ,RS,"52,99",1024
4300307,Alecrim ,RS,"44,39",3451
4300406,Alegrete ,RS,"46,19",2915
4300455,Alegria ,RS,"49,02",2056
4300471,Almirante Tamandaré do Sul ,RS,"55,83",502
4300505,Alpestre ,RS,"50,04",1768
4300554,Alto Alegre ,RS,"53,34",951
4300570,Alto Feliz ,RS,"52,93",1042
4300604,Alvorada ,RS,"45,99",2985
4300638,Amaral Ferrador ,RS,"47,7",2444
4300646,Ametista do Sul ,RS,"48,3",2268
4300661,André da Rocha ,RS,"51,16",1459
4300703,Anta Gorda ,RS,"51,66",1319
4300802,Antônio Prado ,RS,"49,53",1925
4300851,Arambaré ,RS,"50,06",1766
4300877,Araricá ,RS,"54,3",758
4300901,Aratiba ,RS,"51,45",1371
4301008,Arroio do Meio ,RS,"53,95",825
4301057,Arroio do Sal ,RS,"43,9",3591
4301073,Arroio do Padre ,RS,"52,74",1086
4301107,Arroio dos Ratos ,RS,"44,75",3352
4301206,Arroio do Tigre ,RS,"44,18",3505
4301305,Arroio Grande ,RS,"49,11",2040
4301404,Arvorezinha ,RS,"44,13",3519
4301503,Augusto Pestana ,RS,"53,51",918
4301552,Áurea ,RS,"52,87",1053
4301602,Bagé ,RS,"47,27",2571
4301636,Balneário Pinhal ,RS,"45,18",3214
4301651,Barão ,RS,"54,61",701
4301701,Barão de Cotegipe ,RS,"47,83",2404
4301750,Barão do Triunfo ,RS,"43,5",3700
4301800,Barracão ,RS,"47,63",2463
4301859,Barra do Guarita ,RS,"47,67",2452
4301875,Barra do Quaraí ,RS,"49,45",1948
4301909,Barra do Ribeiro ,RS,"42,35",4009
4301925,Barra do Rio Azul ,RS,"54,55",711
4301958,Barra Funda ,RS,"50,25",1723
4302006,Barros Cassal ,RS,"43,1",3816
4302055,Benjamin Constant do Sul ,RS,"45,77",3052
4302105,Bento Gonçalves ,RS,"56,04",473
4302154,Boa Vista das Missões ,RS,"49,4",1957
4302204,Boa Vista do Buricá ,RS,"54,44",736
4302220,Boa Vista do Cadeado ,RS,"51,86",1279
4302238,Boa Vista do Incra ,RS,"53,66",889
4302253,Boa Vista do Sul ,RS,"55,07",624
4302303,Bom Jesus ,RS,"43,61",3671
4302352,Bom Princípio ,RS,"57,99",238
4302378,Bom Progresso ,RS,"44,53",3410
4302402,Bom Retiro do Sul ,RS,"44,68",3375
4302451,Boqueirão do Leão ,RS,48,2356
4302501,Bossoroca ,RS,"52,59",1111
4302584,Bozano ,RS,"53,72",880
4302600,Braga ,RS,"47,78",2416
4302659,Brochier ,RS,"53,08",1006
4302709,Butiá ,RS,"43,36",3741
4302808,Caçapava do Sul ,RS,"41,31",4317
4302907,Cacequi ,RS,"44,73",3364
4303004,Cachoeira do Sul ,RS,"46,08",2954
4303103,Cachoeirinha ,RS,"48,53",2205
4303202,Cacique Doble ,RS,"46,68",2767
4303301,Caibaté ,RS,"46,76",2735
4303400,Caiçara ,RS,"49,26",1996
4303509,Camaquã ,RS,"43,79",3628
4303558,Camargo ,RS,"53,95",826
4303608,Cambará do Sul ,RS,"43,44",3716
4303673,Campestre da Serra ,RS,"49,1",2041
4303707,Campina das Missões ,RS,"60,51",67
4303806,Campinas do Sul ,RS,"46,42",2853
4303905,Campo Bom ,RS,"52,7",1095
4304002,Campo Novo ,RS,"49,76",1852
4304101,Campos Borges ,RS,"45,59",3096
4304200,Candelária ,RS,"45,83",3033
4304309,Cândido Godói ,RS,"53,36",947
4304358,Candiota ,RS,"52,34",1159
4304408,Canela ,RS,"52,96",1030
4304507,Canguçu ,RS,"49,52",1927
4304606,Canoas ,RS,"52,46",1140
4304614,Canudos do Vale ,RS,"53,45",931
4304622,Capão Bonito do Sul ,RS,"50,93",1524
4304630,Capão da Canoa ,RS,"48,9",2095
4304655,Capão do Cipó ,RS,"50,67",1602
4304663,Capão do Leão ,RS,"45,04",3256
4304671,Capivari do Sul ,RS,"51,63",1328
4304689,Capela de Santana ,RS,"42,71",3926
4304697,Capitão ,RS,"52,55",1119
4304705,Carazinho ,RS,"43,31",3753
4304713,Caraá ,RS,"50,3",1711
4304804,Carlos Barbosa ,RS,"53,3",959
4304853,Carlos Gomes ,RS,"58,34",207
4304903,Casca ,RS,"50,42",1673
4304952,Caseiros ,RS,"49,59",1901
4305009,Catuípe ,RS,"45,44",3135
4305108,Caxias do Sul ,RS,"53,03",1013
4305116,Centenário ,RS,"50,8",1567
4305124,Cerrito ,RS,"48,23",2295
4305132,Cerro Branco ,RS,"49,5",1935
4305157,Cerro Grande ,RS,"52,56",1117
4305173,Cerro Grande do Sul ,RS,"43,93",3578
4305207,Cerro Largo ,RS,"49,15",2027
4305306,Chapada ,RS,"44,95",3289
4305355,Charqueadas ,RS,"48,5",2213
4305371,Charrua ,RS,"51,84",1285
4305405,Chiapetta ,RS,"53,63",897
4305439,Chuí ,RS,"46,49",2832
4305447,Chuvisca ,RS,"49,27",1988
4305454,Cidreira ,RS,"45,32",3168
4305504,Ciríaco ,RS,"53,2",985
4305587,Colinas ,RS,"56,08",467
4305603,Colorado ,RS,"51,39",1390
4305702,Condor ,RS,"45,39",3152
4305801,Constantina ,RS,"47,18",2597
4305835,Coqueiro Baixo ,RS,"55,72",522
4305850,Coqueiros do Sul ,RS,52,1248
4305871,Coronel Barros ,RS,"53,49",922
4305900,Coronel Bicaco ,RS,"45,46",3129
4305934,Coronel Pilar ,RS,"51,79",1294
4305959,Cotiporã ,RS,"58,4",204
4305975,Coxilha ,RS,"51,88",1274
4306007,Crissiumal ,RS,"45,82",3036
4306056,Cristal ,RS,"42,42",3987
4306072,Cristal do Sul ,RS,"49,2",2018
4306106,Cruz Alta ,RS,"50,28",1716
4306130,Cruzaltense ,RS,"52,34",1158
4306205,Cruzeiro do Sul ,RS,"51,54",1346
4306304,David Canabarro ,RS,"53,37",945
4306320,Derrubadas ,RS,"48,62",2178
4306353,Dezesseis de Novembro ,RS,"51,63",1325
4306379,Dilermando de Aguiar ,RS,"50,33",1701
4306403,Dois Irmãos ,RS,"57,46",308
4306429,Dois Irmãos das Missões ,RS,"55,6",547
4306452,Dois Lajeados ,RS,"55,22",603
4306502,Dom Feliciano ,RS,"45,88",3017
4306551,Dom Pedro de Alcântara ,RS,"53,5",919
4306601,Dom Pedrito ,RS,"46,84",2704
4306700,Dona Francisca ,RS,"53,82",859
4306734,Doutor Maurício Cardoso ,RS,"50,42",1670
4306759,Doutor Ricardo ,RS,55,636
4306767,Eldorado do Sul ,RS,"45,09",3238
4306809,Encantado ,RS,"45,08",3241
4306908,Encruzilhada do Sul ,RS,"42,9",3873
4306924,Engenho Velho ,RS,"53,86",852
4306932,Entre-Ijuís ,RS,"49,61",1889
4306957,Entre Rios do Sul ,RS,"51,82",1288
4306973,Erebango ,RS,"50,02",1776
4307005,Erechim ,RS,"50,22",1729
4307054,Ernestina ,RS,"48,98",2070
4307104,Herval ,RS,"44,51",3414
4307203,Erval Grande ,RS,"46,89",2685
4307302,Erval Seco ,RS,"52,19",1189
4307401,Esmeralda ,RS,"45,41",3146
4307450,Esperança do Sul ,RS,"51,86",1281
4307500,Espumoso ,RS,"49,83",1822
4307559,Estação ,RS,"49,76",1853
4307609,Estância Velha ,RS,"51,3",1420
4307708,Esteio ,RS,"51,33",1408
4307807,Estrela ,RS,"54,06",804
4307815,Estrela Velha ,RS,"49,78",1842
4307831,Eugênio de Castro ,RS,"47,56",2489
4307864,Fagundes Varela ,RS,"58,61",191
4307906,Farroupilha ,RS,"49,85",1817
4308003,Faxinal do Soturno ,RS,"43,71",3647
4308052,Faxinalzinho ,RS,"50,35",1692
4308078,Fazenda Vilanova ,RS,"49,9",1806
4308102,Feliz ,RS,"55,82",503
4308201,Flores da Cunha ,RS,"52,18",1194
4308250,Floriano Peixoto ,RS,"57,6",287
4308300,Fontoura Xavier ,RS,"45,24",3194
4308409,Formigueiro ,RS,"47,1",2628
4308433,Forquetinha ,RS,"54,95",647
4308458,Fortaleza dos Valos ,RS,"47,84",2397
4308508,Frederico Westphalen ,RS,"48,44",2232
4308607,Garibaldi ,RS,"53,85",857
4308656,Garruchos ,RS,"47,67",2453
4308706,Gaurama ,RS,"49,63",1887
4308805,General Câmara ,RS,"47,12",2616
4308854,Gentil ,RS,"52,52",1125
4308904,Getúlio Vargas ,RS,"52,82",1068
4309001,Giruá ,RS,"47,59",2479
4309050,Glorinha ,RS,"53,92",832
4309100,Gramado ,RS,"55,97",484
4309126,Gramado dos Loureiros ,RS,"49,24",2003
4309159,Gramado Xavier ,RS,"49,55",1917
4309209,Gravataí ,RS,"51,34",1401
4309258,Guabiju ,RS,"52,23",1179
4309308,Guaíba ,RS,"48,4",2242
4309407,Guaporé ,RS,"49,25",1999
4309506,Guarani das Missões ,RS,"44,84",3320
4309555,Harmonia ,RS,"54,99",639
4309571,Herveiras ,RS,"54,86",656
4309605,Horizontina ,RS,"50,15",1743
4309654,Hulha Negra ,RS,"50,14",1745
4309704,Humaitá ,RS,"52,06",1229
4309753,Ibarama ,RS,"50,44",1663
4309803,Ibiaçá ,RS,"49,14",2033
4309902,Ibiraiaras ,RS,"49,6",1894
4309951,Ibirapuitã ,RS,"44,16",3511
4310009,Ibirubá ,RS,"49,67",1875
4310108,Igrejinha ,RS,"52,76",1080
4310207,Ijuí ,RS,"50,55",1642
4310306,Ilópolis ,RS,"48,22",2297
4310330,Imbé ,RS,"44,22",3495
4310363,Imigrante ,RS,"56,43",418
4310405,Independência ,RS,"45,92",3011
4310413,Inhacorá ,RS,"47,82",2406
4310439,Ipê ,RS,"48,21",2299
4310462,Ipiranga do Sul ,RS,"56,48",412
4310504,Iraí ,RS,"44,44",3435
4310538,Itaara ,RS,"43,13",3804
4310553,Itacurubi ,RS,"50,56",1639
4310579,Itapuca ,RS,"54,99",638
4310603,Itaqui ,RS,"42,85",3885
4310652,Itati ,RS,"50,43",1669
4310702,Itatiba do Sul ,RS,"49,55",1915
4310751,Ivorá ,RS,"53,37",943
4310801,Ivoti ,RS,"53,61",902
4310850,Jaboticaba ,RS,"49,21",2014
4310876,Jacuizinho ,RS,"49,92",1800
4310900,Jacutinga ,RS,"55,15",612
4311007,Jaguarão ,RS,"49,72",1860
4311106,Jaguari ,RS,"43,96",3572
4311122,Jaquirana ,RS,"50,62",1620
4311130,Jari ,RS,"50,32",1703
4311155,Jóia ,RS,"46,8",2721
4311205,Júlio de Castilhos ,RS,"45,12",3230
4311239,Lagoa Bonita do Sul ,RS,"49,63",1886
4311254,Lagoão ,RS,"42,93",3864
4311270,Lagoa dos Três Cantos ,RS,"55,6",545
4311304,Lagoa Vermelha ,RS,"49,1",2043
4311403,Lajeado ,RS,"51,38",1395
4311429,Lajeado do Bugre ,RS,"49,67",1874
4311502,Lavras do Sul ,RS,"45,72",3065
4311601,Liberato Salzano ,RS,"47,72",2438
4311627,Lindolfo Collor ,RS,"48,92",2092
4311643,Linha Nova ,RS,"54,09",796
4311700,Machadinho ,RS,"52,6",1105
4311718,Maçambará ,RS,"49,98",1785
4311734,Mampituba ,RS,"49,57",1911
4311759,Manoel Viana ,RS,"48,52",2206
4311775,Maquiné ,RS,"46,81",2715
4311791,Maratá ,RS,"57,33",324
4311809,Marau ,RS,"50,85",1547
4311908,Marcelino Ramos ,RS,"50,85",1543
4311981,Mariana Pimentel ,RS,"47,53",2500
4312005,Mariano Moro ,RS,"49,63",1885
4312054,Marques de Souza ,RS,"50,03",1771
4312104,Mata ,RS,"45,22",3199
4312138,Mato Castelhano ,RS,"51,91",1270
4312153,Mato Leitão ,RS,"57,51",298
4312179,Mato Queimado ,RS,"51,87",1275
4312203,Maximiliano de Almeida ,RS,"46,14",2933
4312252,Minas do Leão ,RS,"47,55",2491
4312302,Miraguaí ,RS,"47,91",2380
4312351,Montauri ,RS,"54,49",722
4312377,Monte Alegre dos Campos ,RS,"49,5",1933
4312385,Monte Belo do Sul ,RS,"56,52",409
4312401,Montenegro ,RS,"46,03",2967
4312427,Mormaço ,RS,"53,93",828
4312443,Morrinhos do Sul ,RS,"48,94",2083
4312450,Morro Redondo ,RS,"50,97",1508
4312476,Morro Reuter ,RS,"54,67",689
4312500,Mostardas ,RS,"45,05",3252
4312609,Muçum ,RS,"57,15",336
4312617,Muitos Capões ,RS,"43,85",3607
4312625,Muliterno ,RS,"52,83",1064
4312658,Não-Me-Toque ,RS,"48,6",2182
4312674,Nicolau Vergueiro ,RS,"55,22",602
4312708,Nonoai ,RS,"45,39",3154
4312757,Nova Alvorada ,RS,"54,96",645
4312807,Nova Araçá ,RS,"55,33",587
4312906,Nova Bassano ,RS,"49,46",1946
4312955,Nova Boa Vista ,RS,"55,54",557
4313003,Nova Bréscia ,RS,"56,75",383
4313011,Nova Candelária ,RS,"55,66",532
4313037,Nova Esperança do Sul ,RS,"46,14",2934
4313060,Nova Hartz ,RS,"47,7",2443
4313086,Nova Pádua ,RS,"57,05",342
4313102,Nova Palma ,RS,"47,39",2537
4313201,Nova Petrópolis ,RS,"51,48",1363
4313300,Nova Prata ,RS,"49,66",1878
4313334,Nova Ramada ,RS,"53,12",996
4313359,Nova Roma do Sul ,RS,"57,01",351
4313375,Nova Santa Rita ,RS,"46,72",2751
4313391,Novo Cabrais ,RS,"49,46",1944
4313409,Novo Hamburgo ,RS,"47,62",2467
4313425,Novo Machado ,RS,"50,14",1747
4313441,Novo Tiradentes ,RS,"56,27",438
4313466,Novo Xingu ,RS,"54,98",642
4313490,Novo Barreiro ,RS,"46,5",2825
4313508,Osório ,RS,"48,02",2349
4313607,Paim Filho ,RS,"56,13",464
4313656,Palmares do Sul ,RS,"45,03",3259
4313706,Palmeira das Missões ,RS,"46,01",2975
4313805,Palmitinho ,RS,"48,74",2135
4313904,Panambi ,RS,"51,46",1370
4313953,Pantano Grande ,RS,"49,71",1867
4314001,Paraí ,RS,"53,29",964
4314027,Paraíso do Sul ,RS,"50,5",1655
4314035,Pareci Novo ,RS,54,815
4314050,Parobé ,RS,"46,83",2708
4314068,Passa Sete ,RS,"49,4",1959
4314076,Passo do Sobrado ,RS,"50,98",1501
4314100,Passo Fundo ,RS,"51,31",1416
4314134,Paulo Bento ,RS,"56,36",422
4314159,Paverama ,RS,"49,14",2032
4314175,Pedras Altas ,RS,"51,04",1485
4314209,Pedro Osório ,RS,"43,37",3738
4314308,Pejuçara ,RS,"48,16",2313
4314407,Pelotas ,RS,"47,57",2481
4314423,Picada Café ,RS,"56,94",358
4314456,Pinhal ,RS,"51,5",1355
4314464,Pinhal da Serra ,RS,"51,15",1461
4314472,Pinhal Grande ,RS,"59,04",156
4314498,Pinheirinho do Vale ,RS,"47,81",2408
4314506,Pinheiro Machado ,RS,"47,23",2586
4314548,Pinto Bandeira ,RS,"50,93",1522
4314555,Pirapó ,RS,"50,93",1523
4314605,Piratini ,RS,"48,72",2144
4314704,Planalto ,RS,"44,55",3404
4314753,Poço das Antas ,RS,"55,41",575
4314779,Pontão ,RS,"48,73",2140
4314787,Ponte Preta ,RS,"54,6",704
4314803,Portão ,RS,47,2650
4314902,Porto Alegre ,RS,"51,82",1291
4315008,Porto Lucena ,RS,"50,43",1668
4315057,Porto Mauá ,RS,"55,29",595
4315073,Porto Vera Cruz ,RS,"53,75",872
4315107,Porto Xavier ,RS,"48,14",2317
4315131,Pouso Novo ,RS,"53,77",869
4315149,Presidente Lucena ,RS,"55,89",496
4315156,Progresso ,RS,"50,17",1739
4315172,Protásio Alves ,RS,"54,83",663
4315206,Putinga ,RS,"47,63",2464
4315305,Quaraí ,RS,"47,72",2435
4315313,Quatro Irmãos ,RS,"47,11",2622
4315321,Quevedos ,RS,"49,85",1815
4315354,Quinze de Novembro ,RS,"47,92",2372
4315404,Redentora ,RS,"40,25",4584
4315453,Relvado ,RS,"56,35",424
4315503,Restinga Sêca ,RS,"47,83",2405
4315552,Rio dos Índios ,RS,"45,6",3095
4315602,Rio Grande ,RS,"48,01",2351
4315701,Rio Pardo ,RS,"48,07",2337
4315750,Riozinho ,RS,"51,88",1272
4315800,Roca Sales ,RS,"48,89",2099
4315909,Rodeio Bonito ,RS,"48,72",2143
4315958,Rolador ,RS,53,1021
4316006,Rolante ,RS,"51,36",1399
4316105,Ronda Alta ,RS,"47,32",2560
4316204,Rondinha ,RS,"53,29",961
4316303,Roque Gonzales ,RS,"51,31",1415
4316402,Rosário do Sul ,RS,"44,74",3356
4316428,Sagrada Família ,RS,"48,64",2171
4316436,Saldanha Marinho ,RS,"51,31",1417
